Patent_ID,Patentee_ID,Title,Subject,Inventor,Expense in US$,Patent_Attorney_ID,Patent_Examiner_ID,Office_ID,Opposition_Filled_Status,Filling_Language,Validation_States
173423,102320,Phishing and scam in the Internet,Electronics,Preston S. Sims,300416,345037,500117,,0,English,Approved
173432,100371,Social networks and digital security,Electronics,Solomon I. Mathis,435904,345038,500118,,1,English,Approved
173439,101397,Revenge porn and blackmailing in the Internet,Electronics,Martena Q. Powell,566212,345039,500119,,1,English,Approved
173443,101797,What is firewall and how it helps to protect the network?,Electronics,Elton P. Sheppard,101444,345040,500120,,0,English,Expired
173446,101576,"Cookies, privacy and cyber security",Electronics,Samuel Z. Hicks,518102,345041,500121,,0,English,Approved
173448,100892,Identity theft in the Internet,Electronics,Claudia S. England,33737,345042,500122,,1,English,Approved
173450,101692,The strategies of password,Electronics,Neve E. Sheppard,738260,345043,500123,,1,English,Approved
173452,101456,Device synchronisation and protection,Electronics,Wynter J. Farley,139526,345044,500124,,1,English,Expired
173456,101039,Terms and conditions in the software,Electronics,Dorian H. Foreman,328549,345045,500125,,1,French,Approved
173459,100987,Digital piracy and security,Electronics,Cedric A. Logan,273208,345046,500126,,0,French,Approved
173460,102425,Laws against cyber crimes,Electronics,Michelle R. Hyde,582212,345047,500127,,1,French,Expired
173461,102030,Cyber security while downloading files,Electronics,Uriel G. Lester,713037,345048,500128,,1,French,Expired
173464,101749,Social engineering and its importance,Electronics,Dexter P. Stark,665556,345049,500129,,0,French,Expired
173469,101259,Software updates and patches and their importance,Electronics,"Jensen, Nola B.",642890,345050,500130,,1,French,Approved
173472,102326,The most well-known closed vulnerabilities,Electronics,"Walton, Sean B.",748496,345051,500131,,0,French,Expired
173475,102062,The emergency actions after hacking,Electronics,"Morin, Rahim U.",205151,345052,500132,,0,French,Approved
173481,102016,The main causes of cyber crimes,Electronics,"Bryant, Teagan J.",605165,345053,500133,,0,French,Approved
173483,101659,Biometrics and cyber security,Electronics,"Snow, Hamilton B.",723557,345054,500134,,0,French,Expired
173489,102434,Bots and cyber security,Electronics,"Jimenez, Bree E.",214226,345055,500135,,1,French,Expired
173496,102162,"The unified user profiles, their advantages and dangers",Electronics,"Bailey, Octavius Z.",74773,345056,500136,,1,French,Approved
173502,101093,Design integration in campus planning,Electronics,"Powell, Hiroko I.",465354,345057,500137,,0,French,Approved
173509,100458,Use of lightweight architecture in advanced structures.,Electronics,"Swanson, Heather B.",949704,345058,500138,,1,French,Approved
173511,100442,The importance of parametric designing in modern architecture.,Electronics,"Branch, Ramona I.",909910,345059,500139,,0,French,Approved
173515,100203,The significance of sanctuaries for the preservation of wildlife in urban areas.,Electronics,"Yates, Kylee J.",855717,345060,500140,,1,French,Approved
173522,101874,The construction process of Egyptian pyramids.,Electronics,"Lynch, Price A.",51564,345061,500141,,1,French,Approved
173527,100252,Best designs for shared accommodations.,Electronics,"Nolan, Neve J.",386145,345062,500142,,1,French,Approved
173530,100042,The importance of sustainable urban development.,Electronics,"Mueller, Raven R.",473423,345063,500143,,0,French,Expired
173535,101874,The influence of Islamic architecture on the design of structures in the UAE.,Sports,"Thomas, Ishmael R.",38722,345064,500144,,0,French,Approved
173539,100631,The impact of historic French art and architecture on modern designs.,Sports,"Wiggins, Zahir P.",5495,345065,500145,,0,French,Expired
173548,101772,Best designs for restaurants for revitalization of urban areas.,Sports,"Nicholson, Keane Q.",688399,345066,500146,,0,French,Expired
173557,100531,The effect of IoT on urban architectural design.,Sports,"Spears, Carter P.",985915,345067,500147,,1,French,Expired
173564,100772,Best designing for maximum building space utilization.,Sports,"Obrien, Cecilia W.",891586,345068,500148,,1,French,Expired
173568,101425,Important things to consider for resilient design.,Sports,"King, Kelly M.",283027,345069,500149,,0,French,Expired
173569,100737,Conservation as a way of sustaining cultural heritage.,Sports,"Hardin, Oleg I.",485941,345070,500150,,0,French,Expired
173576,102304,Best practices for school planning in rural areas.,Sports,"Leonard, Amethyst V.",24609,345071,500151,,0,French,Expired
173578,102355,The impact of unlimited housing developments on the environment.,Sports,"Good, Ethan M.",105735,345072,500152,,0,French,Approved
173582,101974,A smart approach to the designing of a transport system to regulate traffic congestion.,Sports,"Griffith, Ethan W.",14982,345073,500153,,0,French,Approved
173584,102260,The origins of Islamic architecture.,Sports,"Moody, Lila L.",273252,345074,500154,,0,French,Expired
173587,101132,The influence of classical art on modern architecture.,Sports,"Frazier, Lucas T.",102138,345075,500155,,1,French,Expired
173592,101363,A comparison of materials used in ancient and modern architecture.,Sports,"Warner, Kelsie D.",815227,345076,500156,,1,French,Expired
173600,100812,Famous architects of the 20th,Sports,"Bishop, Chastity E.",747329,345077,500157,,0,French,Approved
173601,100211,Optimum balance between structural strength and aesthetic appeal.,Sports,"Lindsey, Felicia P.",655134,345078,500158,,0,French,Expired
173602,101397,Benefits of low-cost high-strength architecture.,Sports,"Wilkins, Kevin Y.",830174,345079,500159,,0,French,Approved
173610,101627,The effect of extreme weather conditions on the durability of architecture.,Sports,"Wells, Signe N.",535984,345080,500160,,0,French,Expired
173613,101867,The influence of European art on architecture.,Sports,"Joseph, Walker L.",579171,345081,500161,,0,French,Approved
173619,102382,Best practices in town planning.,Sports,"Hood, Elliott S.",370276,345082,500162,,1,French,Expired
173621,102402,Art as the prime influencer of architecture.,Sports,"Riddle, Whoopi P.",361692,345083,500163,,1,French,Approved
173622,102028,The impact of Islamic architecture on the modern structural design.,Sports,"Andrews, Ruth I.",483012,345084,500164,,1,French,Approved
173626,101635,The significance of arches for structural safety.,Sports,"Juarez, Clementine M.",859317,345085,500165,,1,French,Expired
173634,101763,Reconstruction of architectural heritage.,Sports,"Schultz, Abbot S.",878182,345086,500166,,0,French,Expired
173641,100026,The Impact of Politics of Colonialism on the Aborigines in Australia,Sports,"Ortiz, Jonah M.",873148,345087,500167,,1,French,Expired
173645,100258,Causes and Effects of Racial Prejudice in the 1950s,Sports,"Oconnor, Haley X.",700980,345088,500168,,1,French,Approved
173654,101259,Was the Women’s Movement of 1960 Successful to Unite White and Black Women?,Sports,"Woodard, Naomi I.",957831,345089,500169,,0,French,Approved
173656,101352,Black Power Movement: Origins and History,Sports,"Phillips, Lev Q.",26803,345090,500170,,0,French,Expired
173659,100042,Can We Call Malcolm X a Racist?,Sports,"Tillman, Kaye Z.",111576,345091,500171,,1,French,Expired
173666,101176,The Main Reasons for Racial Prejudgments,Sports,"Goff, Lois L.",375080,345092,500172,,1,French,Expired
173675,100440,Capitalism & Racism in Japan,Sports,"Sellers, Jenette J.",762423,345093,500173,,0,French,Approved
173684,100308,The Theory of Protest by Socrates,Sports,"Ramsey, Chase D.",852955,345094,500174,,0,French,Approved
173687,102463,Hate Crimes in the United States: Is Race a Factor?,Sports,"Woodward, Iona P.",779939,345095,500175,,0,French,Approved
173691,102304,"The assassination of Martin Luther King, Jr.: Public Reaction",Sports,"Vazquez, Amanda L.",602690,345096,500176,,1,French,Approved
173699,101899,Evolutionary-Psychological Perspective of Racism,Sports,"Knowles, Xenos M.",248352,345097,500177,,0,French,Expired
173706,100250,Did Darwin offer racial ideas in his works?,Sports,"Chambers, Cameran J.",947091,345098,500178,,0,French,Expired
173710,101104,The Roots of Racial Discrimination,Sports,"Yang, Mari N.",890171,345099,500179,,0,French,Expired
173714,101273,Stereotypes and Prejudice: Compare & Contrast,Sports,"Oneill, Eden O.",37320,345100,500180,,0,French,Approved
173717,101332,The Theory of Protest by Malcolm X,Sports,"Parks, Vanna R.",296549,345101,500181,,0,French,Approved
173721,100511,Roots of Islamophobia in Different Parts of the World,Sports,"Hicks, Brady K.",935126,345102,500182,,1,French,Expired
173729,101963,Proofs That Racism Still Exists in the US,Sports,"Dudley, Kennan F.",428739,345103,500183,,0,French,Approved
173734,101938,"Prejudice, Police Brutality, and Racism: The Connection between Three",Finance,"Rhodes, Ivor P.",878008,345104,500184,,1,French,Approved
173737,100190,Proper Education about Racism in Modern US Schools,Finance,"Knox, Mona B.",938341,345105,500185,,0,French,Approved
173743,102189,What Countries Are the Most Racist?,Finance,"Barker, Xanthus A.",516795,345106,500186,,1,French,Expired
173749,100000,Academic and Professional Barriers Caused by Racial Factors,Finance,"Davenport, Sage L.",902692,345107,500187,,0,French,Approved
173757,101876,Oscars Boycott: Reasons and Outcomes,Finance,"Jacobson, Nelle I.",622457,345108,500188,,0,French,Approved
173766,100055,The Best Approaches to Dealing with Racial Prejudices,Finance,"Schwartz, Shaine O.",725445,345109,500189,,0,French,Approved
173767,102480,How Muslims Are Discriminated in the United States,Finance,"Bennett, Yardley B.",301747,345110,500190,,1,French,Approved
173773,101363,The Context of Racism Speech (any of them),Finance,"Johnson, Caleb K.",8854,345111,500191,,1,French,Approved
173777,100501,The Theory of Protest by Dr. King,Finance,"Coleman, Robert B.",976773,345112,500192,,0,French,Approved
173780,102243,In-depth Analysis of “The Help” Film,Finance,"Sandoval, Raven L.",676153,345113,500193,,0,French,Approved
173785,100865,Different Types of Racism,Finance,"Flores, Colette T.",387632,345114,500194,,0,French,Expired
173792,102414,Defining Racism from Various Aspects,Finance,"Pruitt, Hamilton M.",997979,345115,500195,,1,French,Approved
173796,100736,Explicit & Implicit Racial Biases,Finance,"Roman, Demetrius H.",153898,345116,500196,,0,French,Approved
173799,101351,Report on the Significance of Certain Hormones Concerning the Body Functioning,Finance,"Norton, Mufutau Z.",202978,345117,500197,,0,French,Approved
173805,100024,Cell Structure & Antibiotic Resistance,Finance,"Britt, Clementine Z.",693005,345118,500198,,0,French,Approved
173807,101231,Hormones Influence on Mind and Behavior,Finance,"Klein, Carla X.",897585,345119,500199,,1,French,Approved
173816,100952,How Hormones Contribute to Depression,Finance,"Roy, Kennan Y.",943851,345120,500200,,1,French,Expired
173819,101865,Hormonal Changes During Pregnancy,Finance,"Horn, Jason H.",876589,345121,500201,,1,French,Expired
173823,100692,Psychological Disorders: The Biological Basis,Finance,"Holland, Aiko X.",887353,345122,500202,,0,French,Expired
173827,100737,Biology Behind the Bipolar Disorder,Finance,"Atkins, Cassady Z.",681385,345123,500203,,1,French,Expired
173831,100931,Cortisol and Testosterone Influence Risk-Taking,Finance,"Chambers, Darryl X.",355293,345124,500204,,1,French,Approved
173832,102416,Current Oxytocin Science,Finance,"Graham, Fitzgerald K.",908046,345125,500205,,1,French,Expired
173834,102028,Oxytocin and Fear Reaction,Finance,"French, Aphrodite F.",463105,345126,500206,,0,French,Approved
173840,102395,Endocrine-Related Diseases,Finance,"Shaffer, Joy C.",496067,345127,500207,,0,French,Approved
173844,100370,How Hormones Affect Human Behavior,Finance,"Bentley, Elvis W.",462857,345128,500208,,0,French,Expired
173851,102295,Hormonal Control of Reproductive System,Finance,"Sexton, Charde S.",430937,345129,500209,,0,French,Approved
173859,101981,Influence of Hormonal Therapy,Finance,"Waters, Hiroko R.",228077,345130,500210,,0,French,Expired
173863,101273,Endocrinology and Metabolism,Finance,"Avery, Marvin Q.",2472,345131,500211,,0,French,Expired
173871,100922,Hormone-Specific Psychopathic Disorders,Finance,"Brewer, Nina E.",56270,345132,500212,,0,French,Expired
173875,100042,Melatonin in Therapy,Finance,"Vega, Constance M.",63156,345133,500213,,1,French,Expired
173883,100440,Steroid Hormones’ Path to Cells,Finance,"Crane, Leah H.",765729,345134,500214,,0,French,Expired
173885,101563,Cardio Exercise Influence Hormones,Finance,"Fitzgerald, Brock F.",921222,345135,500215,,0,French,Approved
173894,101699,Oxytocin in Treatment Psychopathic Disorders,Finance,"Charles, Doris U.",409567,345136,500216,,1,French,Expired
173902,101248,How Hormones Influence Women’s Mental Health,Finance,"Ferguson, Melinda F.",549908,345137,500217,,1,French,Approved
173903,101745,Gender Specifics Related to Mental Health,Finance,"Marsh, Dillon C.",55539,345138,500218,,1,French,Expired
173908,100932,Human Immune System and Its Resistance Capabilities,Finance,"Blake, Hunter K.",344110,345139,500219,,0,French,Approved
173913,102194,How Do Immune System Agents Function?,Finance,"Mann, Karleigh C.",25489,345140,500220,,1,French,Expired
173920,102326,Discovering Diseases Caused by Immune System not Functioning Good,Finance,"Kelley, Cade H.",954129,345141,500221,,0,French,Expired
173922,100198,Immunity & Stress,Finance,"Luna, Dalton H.",529120,345142,500222,,1,French,Expired
173931,100364,Tolerance & Autoimmunity,Finance,"Perry, Vance U.",949253,345143,500223,,1,French,Approved
173932,100578,Asthma & Allergic Reactions,Finance,"Durham, Kyle S.",766449,345144,500224,,0,French,Expired
173935,100010,Immunotherapy Influence on Human Body,Finance,"Burt, Garrison X.",593950,345145,500225,,0,French,Expired
173940,101505,Immunology & Transplantation,Finance,"Goff, Colton D.",332766,345146,500226,,1,French,Approved
173946,100458,Graft Rejection Prevention,Finance,"Frederick, Wendy P.",997006,345147,500227,,0,French,Approved
173950,101263,Vaccination: Are There Any Real Benefits?,Finance,"Quinn, Ciara C.",973485,345148,500228,,0,French,Expired
173955,100438,The Society’s Perspective on Vaccination,Finance,"Patel, Imogene B.",607730,345149,500229,,1,French,Expired
173959,101352,Natural Disease Resistance in Plants,Finance,"Gilmore, Rowan C.",530811,345150,500230,,0,French,Expired
173961,101475,The Prevention Measures in Plant Pathology,Finance,"Booth, Xenos H.",773665,345151,500231,,1,French,Approved
173963,100836,Research on Plant-Associated Microbes and Current Genomic Tools,Finance,"Greer, Alexander C.",536801,345152,500232,,1,French,Expired
173965,100492,Literature Review on Microbial Ecology and Evolution,Finance,"Pittman, Laith F.",282006,345153,500233,,0,French,Expired
173970,100427,Plant Diseases Management Facilitated by Modern Technology,Physics,"Everett, Beau E.",486630,345154,500234,,0,French,Approved
173973,100676,Plant Evolutionary Genetics,Physics,"Roy, Armand K.",197226,345155,500235,,0,French,Approved
173978,100618,Weedy & Invasive Plants,Physics,"Livingston, Gray X.",690545,345156,500236,,0,French,Approved
173987,100539,Photosynthesis: Aspects & Functions,Physics,"Best, Dean F.",406519,345157,500237,,1,French,Approved
173992,101388,Fertilizers’ Influence on Plants,Physics,"Larson, Regan A.",600191,345158,500238,,1,French,Approved
173996,101963,Ecological and Evolutionary Factors Influencing Animal Behavior,Physics,"Bullock, Laurel Q.",348232,345159,500239,,1,French,Expired
173999,102434,Essay on Relationship Between Living Forms and Their Environment,Physics,"Webb, Jasmine C.",599011,345160,500240,,0,French,Approved
174004,102393,The Affect of Human Behavior on Animal Forms in the USA,Physics,"Reeves, Talon D.",545965,345161,500241,,1,French,Expired
174011,101687,The Ways Animal and Plants Respond to Changing Environment,Physics,"Mccarty, Edward B.",415496,345162,500242,,1,French,Approved
174012,101981,Developmental Mechanism of Resistance in Animals,Physics,"Mendoza, Prescott O.",108540,345163,500243,,0,French,Approved
174014,100102,The Environmental Change and its Involvement in the Diversity of Species,Physics,"Russell, Calista X.",528195,345164,500244,,0,French,Expired
174019,100336,Is Global Warming Really a Threat?,Physics,"Knapp, Daryl R.",735914,345165,500245,,1,French,Approved
174022,101899,Fast Food Industry & Tropic Forests Extinction,Physics,"Briggs, Audrey G.",463801,345166,500246,,0,French,Approved
174026,101513,Environmental Psychology,Physics,"Bridges, Isaiah B.",668900,345167,500247,,0,French,Approved
174034,100679,Means of Wildlife Protection,Physics,"Woodard, Sybil K.",922256,345168,500248,,1,French,Expired
174038,101527,Impact of Rain Forests Extinction,Physics,"Marshall, Cadman H.",185565,345169,500249,,0,French,Expired
174043,102099,Rare Species Protection,Physics,"Hess, Winifred I.",174989,345170,500250,,0,French,Approved
174044,100924,The Problem of Extinction,Physics,"Battle, Imelda S.",363997,345171,500251,,0,French,Expired
174049,101418,Renewable Energy and Environment’s Pollution,Physics,"Sanchez, Rigel G.",32867,345172,500252,,0,French,Expired
174052,100742,Climate Change and Biodiversity,Physics,"Lester, Stewart B.",67156,345173,500253,,0,French,Approved
174053,100128,Types of Pollution in Modern World,Physics,Camille Abboud,409933,345174,500254,,1,French,Expired
174059,100582,What is Sustainability in Biology?,Physics,Christopher Abraham,123464,345175,500255,,0,French,Expired
174066,100145,Non-human factors of Extinction of Species,Physics,"Odom, Malik P.",908523,345176,500256,,0,French,Expired
174073,100240,Benefits of Ecotourism,Physics,"Whitaker, Orson Y.",321997,345177,500257,,1,French,Approved
174078,101742,Is Extinction of Bees Real?,Physics,"Key, Steel E.",506970,345178,500258,,0,French,Expired
174086,102304,Oil Spill Effects on Ocean Wildlife,Physics,"Foreman, Baxter L.",326654,345179,500259,,1,French,Expired
174095,102416,Factors and benefits of Organic Farming,Physics,"Cooke, Dieter E.",317935,345180,500260,,1,French,Approved
174100,100150,Visual Cortex & Models of Orientation,Physics,"Byers, Jillian U.",579178,345181,500261,,0,English,Expired
174104,100380,Neuroscience in Robotic Technologies,Physics,"Gallagher, Ira W.",880480,345182,500262,,0,English,Approved
174106,101048,What is Visual-Motor Coordination Based On?,Physics,"Holland, Kato U.",70095,345183,500263,,0,English,Expired
174110,100711,Impact of Music on Human Brain,Physics,"Hernandez, Owen A.",846290,345184,500264,,1,English,Approved
174114,101558,Brain Injuries and Related Disorders,Physics,"Yates, Scott B.",416731,345185,500265,,0,English,Expired
174116,100268,Brain and Memory,Physics,"Warner, Nehru G.",784530,345186,500266,,1,English,Expired
174123,101729,Brain Capabilities of Self-Repairing,Physics,"Riggs, Vernon R.",210714,345187,500267,,1,English,Expired
174124,101760,Genetic Defect That Contributes to Schizophrenia,Physics,"Molina, Louis V.",988754,345188,500268,,1,English,Expired
174127,100772,Factors and Causes Behind a Migraine,Physics,"Hensley, Stephanie F.",908536,345189,500269,,0,English,Approved
174129,101445,Connection Between Gut Bacteria and Anxiety,Physics,"White, Beverly V.",371007,345190,500270,,0,English,Expired
174130,101475,Can Gut Bacteria Contribute to Depression?,Physics,"Bright, Jade R.",151088,345191,500271,,0,English,Approved
174134,102215,Cognitive Neuroscience on Problem-Solving,Physics,"Wong, Dorothy C.",269431,345192,500272,,0,English,Approved
174142,101466,Genes and Proteins Responsible for Neurons functioning,Physics,"Michael, Chantale M.",552641,345193,500273,,1,English,Approved
174148,101207,Factors Concerning Animal Growth,Physics,"Vazquez, Madison C.",863643,345194,500274,,0,English,Approved
174151,100240,The Obesity in Home Pets,Physics,"Randolph, Diana K.",451357,345195,500275,,0,English,Approved
174159,102480,Traditional Dog Diet and Modern Home Pets,Physics,"Ferrell, Lani E.",84137,345196,500276,,0,English,Approved
174161,100713,Male Pregnancy Among Animals,Physics,"Freeman, Noel W.",724606,345197,500277,,1,English,Approved
174169,101733,Is Beauty Products Testing on Animals Ethical?,Physics,"Fields, Mary G.",91306,345198,500278,,0,English,Approved
174171,100721,Birds Behavioral Study,Physics,"Head, Pascale U.",314711,345199,500279,,1,English,Expired
174179,101755,Animal Science & Food Sustainability,Physics,"Bernard, Maite M.",292088,345200,500280,,0,English,Approved
174184,100308,Does Veganism Actually Influence Meat Production?,Physics,"Day, Lesley V.",303459,345001,500281,,1,English,Expired
174185,101482,Wild Animal Projects,Physics,"Snow, Hamilton B.",411960,345002,500282,,1,English,Approved
174190,101253,Fashion Industry & Animal Abuse,Physics,"Jimenez, Bree E.",425827,345003,500283,,1,English,Expired
174195,101742,Camouflage Mechanism in Sea Animals,Physics,"Bailey, Octavius Z.",214027,345004,500284,,1,English,Approved
174204,102247,Discovering Primate Language and Cognitive Function,Physics,"Powell, Hiroko I.",411429,345005,500285,,0,English,Expired
174207,100779,The History of Genetics,Physics,"Swanson, Heather B.",705308,345006,500286,,1,English,Expired
174214,100401,Darwin’s Theory and Biology,Physics,"Branch, Ramona I.",650290,345007,500287,,0,English,Approved
174215,100970,Discovering Evolution Factors,Physics,"Yates, Kylee J.",515487,345008,500288,,0,English,Approved
174221,100616,How Archeology Impacts Animal Biology?,Physics,"Lynch, Price A.",462126,345009,500289,,0,English,Approved
174225,102165,Natural Selection Theory: The Discovery and Its Impact,Physics,"Nolan, Neve J.",477340,345010,500290,,0,English,Expired
174229,100703,Effects of Whale Hunting,Physics,"Mueller, Raven R.",471303,345011,500291,,0,English,Expired
174234,102475,Dead Branches of Evolution,Physics,"Thomas, Ishmael R.",823009,345012,500292,,0,English,Expired
174242,100258,Famous Biologist Antonie van Leeuwenhoek,Physics,"Wiggins, Zahir P.",27462,345013,500293,,0,English,Approved
174248,101186,Edward Jenner and the History of Vaccination,Physics,"Nicholson, Keane Q.",684249,345014,500294,,0,English,Approved
174256,101266,Rachel Carson’s Perspective on Environmental Safety,Physics,"Spears, Carter P.",758555,345015,500295,,0,English,Approved
174261,100834,Stephen Jay Gold’s Paleontology: How History and Biology are Combined,Physics,"Obrien, Cecilia W.",864162,345016,500296,,1,English,Approved
174263,101692,Molecular and Genome Evolution,Physics,"King, Kelly M.",203977,345017,500297,,0,English,Expired
174264,100211,Comparative Genomics,Physics,"Hardin, Oleg I.",85817,345018,500298,,1,English,Approved
174271,101874,The Evolutionary Biology of Infectious Diseases,Physics,"Leonard, Amethyst V.",289363,345019,500299,,1,English,Expired
174275,101466,Modern Technology and Scientific Tools in Biology,Physics,"Good, Ethan M.",431606,345020,500300,,1,English,Approved
174282,101266,Neurobiological Explanation of Sleep,Physics,"Griffith, Ethan W.",385299,345021,500301,,1,English,Expired
174290,100501,Symbiosis in Parasites,Physics,"Moody, Lila L.",408100,345022,500302,,0,English,Expired
174298,100344,Metabolism & Physical Exercise,Physics,"Frazier, Lucas T.",434723,345023,500303,,0,English,Expired
174305,101760,air quality monitoring,Physics,"Shepard, Ethan V.",986472,345024,500304,,0,English,Expired
174309,100804,Agro Weeder technology,Physics,"Horne, Kamal U.",100152,345025,500305,,0,English,Expired
174311,100699,iot based traffic control,Physics,"Guthrie, Yolanda T.",281046,345026,500306,,0,English,Approved
174312,100692,Voice Controlled Home Automation,Physics,"Blackwell, Uta D.",456095,345027,500307,,1,English,Approved
174320,101729,real time system,Physics,"Johns, Vivien M.",269020,345028,500308,,0,English,Approved
174321,100736,cadence design,Physics,"Haynes, Francis S.",30076,345029,500309,,0,English,Expired
174325,100578,automation of simulation,Physics,"Hopkins, Ferdinand U.",600191,345030,500310,,0,English,Expired
174326,101811,ADS Advanced Design System simulations,Physics,"Farrell, Germane F.",370477,345031,500311,,0,English,Approved
174329,101400,analog receiver,Physics,"Dale, Madaline B.",983532,345032,500312,,0,English,Approved
174331,100298,RECEIVER DESIGN USING ADS,Physics,"Horton, Quincy O.",688635,345033,500313,,0,English,Expired
174332,102162,electronic instruments,Physics,"Barnes, Dawn K.",64086,345034,500314,,0,English,Approved
174334,100015,robot-seminar topic and report,Physics,"Valentine, Axel J.",889670,345035,500315,,1,English,Approved
174335,100145,humanoid robot-seminar topic and report,Physics,"Dunn, Kelly L.",524486,345036,500316,,0,English,Approved
174344,100371,robotics-seminar topic and report,Physics,"Kaufman, Nell I.",408119,345037,500317,,0,English,Expired
174348,101363,home automation-seminar topic and report,Physics,"Shepard, Ethan V.",672731,345038,500318,,0,English,Approved
174357,100740,IOT-seminar topic and report,Physics,"Horne, Kamal U.",108936,345039,500319,,0,English,Approved
174365,100870,5G-seminar topic and report,Physics,"Guthrie, Yolanda T.",823330,345040,500320,,0,English,Approved
174367,101655,advanced communication system,Physics,"Blackwell, Uta D.",420006,345041,500001,,0,English,Approved
174369,101602,IOT Based Smart Energy,Physics,"Johns, Vivien M.",157669,345042,500002,,0,English,Approved
174375,102038,devops,Physics,"Haynes, Francis S.",149573,345043,500003,,1,English,Expired
174378,100786,QUADCOPTER-DESIGN-CONSTRUCTION-TESTING,Physics,"Hopkins, Ferdinand U.",482912,345044,500004,,1,English,Expired
174382,101745,energy optimization in wireless sensor network,Physics,"Farrell, Germane F.",659848,345045,500005,,1,English,Expired
174387,102318,metal detector robot,Physics,"Dale, Madaline B.",995424,345046,500006,,1,English,Approved
174394,100286,wireless internet service,Physics,"Horton, Quincy O.",491682,345047,500007,,0,English,Expired
174396,100794,military robot,Physics,"Barnes, Dawn K.",746276,345048,500008,,0,English,Approved
174404,102466,military robotics,Physics,"Valentine, Axel J.",280398,345049,500009,,1,English,Approved
174407,101167,Application of Image Processing in Military,Physics,"Dunn, Kelly L.",416442,345050,500010,,1,English,Expired
174411,101081,military applications of wireless sensor networks,Physics,"Kaufman, Nell I.",25093,345051,500011,,0,Chineese,Expired
174420,101207,military applications artificial intelligence,Physics,Camille Abboud,727704,345052,500012,,1,Chineese,Approved
174427,101343,secure automation system,Physics,Christopher Abraham,278861,345053,500013,,0,Chineese,Approved
